"Priority","Organization","Project","Type","Subsidy","Matching","Total","Start_date","End_date","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P1","Edinburgh Napier University","National Biofuel Resource Centre","ERDF","581621","N/A","1661776","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH14 1DJ","55.9180109","-3.2395732"
"P1","Scottish Enterprise","Supporting Innovation in Lowland and Upland Scotland (Strategic Delivery Body)","ERDF","5903474","N/A","13118832","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P1","Scottish Enterprise","Supporting Commercialisation of Research in Lowland and Uplands Scotland","ERDF","13829226","N/A","30716905","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P1","Scottish Enterprise","Scottish Stem Cell Network","ERDF","469148","N/A","1104648","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P1","Scottish Further & Higher Education Funding Council","Single Knowledge exchange Organisation (SKEO)","ERDF","123334","N/A","308335","N/A","N/A","Scotland","Lowlands and Uplands","First","Edinburgh","Edinburgh","EH12 5DR","55.9463378","-3.2174431"
"P1","Scottish Further & Higher Education Funding Council","Interface Phase 2","ERDF","1197905","N/A","3428405","N/A","N/A","Scotland","Lowlands and Uplands","First","Edinburgh","Edinburgh","EH12 5DR","55.9463378","-3.2174431"
"P1","The Scottish Government","SCOTTISH EUROPEAN GREEN ENERGY CENTRE 2","ERDF","1303141","N/A","2895869","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 3DG","55.9537024","-3.1827618"
"P1","University of Edinburgh","Smart City and Sustainable Island Accelerator (SCSIA)","ERDF","480000","N/A","1200000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Prospekt","ERDF","2403863","N/A","5866295","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Ark Genomics Service Key Equipment","ERDF","185736","N/A","535736","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Clinical Research Imaging Centre","ERDF","1500000","N/A","16608000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Ark Genomics SME Service","ERDF","758499","N/A","2406113","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Edinburgh Climate Change Centre (ECCC)","ERDF","613872","N/A","1364161","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Scottish Centre for Regenerative Medicine","ERDF","5304000","N/A","14223653","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","RENEW-NET Phase 2","ERDF","322097","N/A","920277","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P1","University of Edinburgh","Edinburgh Centre on Climate Change","ERDF","1624000","N/A","7875000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 9YL","55.9474379","-3.1872627"
"P2","City of Edinburgh Council","Interspace Edinburgh: Connecting Business Incubators 1","ERDF","158855","N/A","397138","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P2","Edinburgh Business Development","Edinburgh Incubator Programme","ERDF","433272","N/A","1083179","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9615278","-3.1810872"
"P2","Edinburgh Business Development","Scottish Ethnic Minority Enterprise Trust","ERDF","125313","N/A","313283","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9615278","-3.1810872"
"P2","Forestry Commission Scotland","Scottish Biomass Heat Scheme for Business","ERDF","328907","N/A","1528907","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12 7AT","55.9414053","-3.270966"
"P2","Scottish Enterprise","SME Integrated Business Improvement Initiative","ERDF","3290800","N/A","8227000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Scottish Co-investment Fund II","ERDF","26666667","N/A","66666667","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Investor Readiness Support (IRS)","ERDF","752000","N/A","1880000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Business Efficiency","ERDF","5249532","N/A","13123830","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Scottish Venture Fund","ERDF","20000000","N/A","50000000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Support for Young Innovative Enterprises (YIE)","ERDF","1969049","N/A","4922624","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Advanced Entrepreneurial & Pre Incubation Support","ERDF","312591","N/A","822122","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Scottish Investment Bank Loan Funds","ERDF","20000000","N/A","50000000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P2","Scottish Enterprise","Offshore Wind Supply Chain Development Programme","ERDF","582000","N/A","1455000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P3","City of Edinburgh Council","Edinburgh Partnership Competitive Communities ERDF pilot programme","ERDF","760399","N/A","1915912","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P3","Scottish Enterprise","Creative Sector Incubator Unit","ERDF","300000","N/A","800000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P3","SEStran","SEStran Regional RTPI System - West Lothian","ERDF","346667","N/A","866667","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH6 6QQ","55.9783564","-3.1734198"
"P3","The Scottish Government","JESSICA Scotland - Holding Fund","ERDF","24000000","N/A","50000000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 3DG","55.9537024","-3.1827618"
"P4","Forestry Commission Scotland","Regional Biomass Advice Network (Rural Development)","ERDF","254694","N/A","636736","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12 7AT","55.9414053","-3.270966"
"P4","SEStran","Regional Real Time Bus Passenger Information System (Rural)","ERDF","410000","N/A","1025420","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH6 6QQ","55.9783564","-3.1734198"
"P4","SEStran","Regional RTPI System - Fife (Rural)","ERDF","267275","N/A","668186","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH6 6QQ","55.9783564","-3.1734198"
"P4","Scottish Enterprise","Gretna, Lockerbie, Annan (GLA) - Business Space Provision","ERDF","736010","N/A","1840026","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P4","Scottish Enterprise","RURAL Business Property Support (South)","ERDF","200000","N/A","500000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P4","Scottish Enterprise","GLA Regional Industry Park, Annan","ERDF","568786","N/A","1421964","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH12","55.9458993","-3.2191844"
"P4","Scottish Historic Buildings Trust","Greenlaw Town Hall - Office development","ERDF","474629","N/A","1186573","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 2PG","55.949128","-3.1936917"
"P4","SEStran","Regional RTPI System - Borders (SESTran/SWEStran)","ERDF","99800","N/A","249500","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH6 6QQ","55.9783564","-3.1734198"
"P4","SEStran","Regional Real Time Bus Passenger Information System - Borders","ERDF","199719","N/A","512100","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH6 6QQ","55.9783564","-3.1734198"
"P1","Heriot-Watt University","DeRisking the Renewable Energy Supply Chain","ERDF","256494","N/A","641235","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Currie","EH14 4AS","55.909403","-3.3206991"
"P1","Heriot-Watt University","HWUKT Project 1","ERDF","2923380","N/A","6500565","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Currie","EH14 4AS","55.909403","-3.3206991"
"P2","East Dunbartonshire Council","Fit for Growth Programme","ERDF","471569","N/A","1347317","N/A","N/A","Scotland","Lowlands and Uplands","Third","East Dunbartonshire","Glasgow","G66 1XQ","55.9342411","-4.1594858"
"P3","East Ayrshire Council","East Ayrshire CPP - Improving Opportunities ERDF","ERDF","435577","N/A","1088943","N/A","N/A","Scotland","Lowlands and Uplands","Third","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P3","East Ayrshire Council","Make It Kilmarnock - Moorfield","ERDF","2244000","N/A","5444000","N/A","N/A","Scotland","Lowlands and Uplands","Third","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P3","East Ayrshire Council","East Ayrshire Works Job Brokerage","ERDF","301968","N/A","754920","N/A","N/A","Scotland","Lowlands and Uplands","Third","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P1","University of Abertay Dundee","LoCal-Net","ERDF","345661","N/A","987604","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4631689","-2.9735506"
"P1","University of Dundee","Marine Renewables Test Centre for Materials and Foundations","ERDF","833333","N/A","2083333","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4581336","-2.9741767"
"P1","University of Dundee","Offshore Renewables Institute","ERDF","164000","N/A","410400","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4581336","-2.9741767"
"P1","University of Dundee","Scottish Construction Centre","ERDF","705345","N/A","1724395","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4581336","-2.9741767"
"P1","University of Dundee","The Bioportal","ERDF","774839","N/A","1777339","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4581336","-2.9741767"
"P1","University of Dundee","Photonic Ultrasonic Pre-clinical MRI Intervention Centre-CAP","ERDF","780000","N/A","1733280","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4581336","-2.9741767"
"P1","University of Dundee","Innovation Pipeline for Translational Science","ERDF","2100000","N/A","4709257","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4581336","-2.9741767"
"P2","Dundee City Council","Enterprising Tayside Plus","ERDF","225000","N/A","562500","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P2","Dundee City Council","Enterprising Tayside","ERDF","270374","N/A","977263","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P2","Dundee College","Enterprise@DC","ERDF","657388","N/A","1643470","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P2","University of Abertay Dundee","Industrial EcoPark","ERDF","449972","N/A","1128501","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4631689","-2.9735506"
"P2","University of Abertay Dundee","Platform Alpha 2010","ERDF","816244","N/A","2040609","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD1","56.4631689","-2.9735506"
"P3","Dundee City Council","Lochee Integrated Transport Hub","ERDF","180000","N/A","450000","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P3","Dundee City Council","Dundee European Programme","ERDF","630256","N/A","1713200","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P3","Dundee City Council","Dundee Integrated Transport Hub","ERDF","2044500","N/A","5841450","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P3","Dundee City Council","Dundee European Programme ERDF Job Brokerage","ERDF","146298","N/A","365993","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P3","Dundee College","Incubation@D&A","ERDF","645417","N/A","1613542","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P3","Dundee College","Dundee Renewables Training Tower","ERDF","817928","N/A","2044821","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P2","Dumfries and Galloway Council","South of Scotland Business Competitiveness Project","ERDF","643697","N/A","1609242","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0706286","-3.604998"
"P2","Dumfries and Galloway Council","Business Gateway Plus – Dumfries and Galloway","ERDF","195883","N/A","489708","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0706286","-3.604998"
"P4","Dumfries and Galloway Council","South of Scotland Creative Clusters Project","ERDF","206167","N/A","523662","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0706286","-3.604998"
"P2","Crichton Carbon Centre","ESPI - Environmentally Sustainable Process Improvement","ERDF","240648","N/A","600648","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0333484","-3.559174"
"P4","Barony College","Barony Business Development Centre","ERDF","471008","N/A","1177520","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1 3NE","55.1675008","-3.5304952"
"P4","Dumfries and Galloway College","South of Scotland Knowledge Transfer Hub","ERDF","450816","N/A","1127040","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0333484","-3.559174"
"P4","Dumfries and Galloway College","Transform - South of Scotland e-hub","ERDF","483547","N/A","1208869","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Dumfries","DG1","55.0333484","-3.559174"
"P4","Stonehouse Development Trust","Key Shared Service Rural Resource Centre","ERDF","465999","N/A","1165999","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dorset","Lyme Regis","DT7 3QR","50.7249947","-2.934792"
"P3","Clackmannanshire Council","OPTIONS - Clackmannanshire Community Planning Partnership","ERDF","110075","N/A","275187","N/A","N/A","Scotland","Lowlands and Uplands","Third","Clackmannanshire","Alloa","FK10 1EB","56.113117","-3.7919727"
"P3","Clackmannanshire Council","Clackmannanshire Works 2011 ERDF","ERDF","318317","N/A","795792","N/A","N/A","Scotland","Lowlands and Uplands","Third","Clackmannanshire","Alloa","FK10 1EB","56.113117","-3.7919727"
"P2","Stirling Enterprise Park / Ceteris","IT and E-commerce Business Strategy Programme","ERDF","771572","N/A","1932154","N/A","N/A","Scotland","Lowlands and Uplands","Second","Clackmannanshire","Menstrie","FK11 7BU","56.1498231","-3.8564395"
"P2","Jobs & Business Glasgow","Social Economy","ERDF","1049775","N/A","2999358","N/A","N/A","Scotland","Lowlands and Uplands","Third","Glasgow City","Glasgow","G53 7BN","55.8133344","-4.3626042"
"P2","Jobs & Business Glasgow","Enterprise Development in Glasgow's Communities","ERDF","841338","N/A","2403824","N/A","N/A","Scotland","Lowlands and Uplands","Third","Glasgow City","Glasgow","G53 7BN","55.8133344","-4.3626042"
"P3","Jobs & Business Glasgow","South West Glasgow Employability Centre Cluster","ERDF","88672","N/A","221680","N/A","N/A","Scotland","Lowlands and Uplands","Third","Glasgow City","Glasgow","G53 7BN","55.8133344","-4.3626042"
"P3","Jobs & Business Glasgow","Saracen Exchange","ERDF","908520","N/A","2534754","N/A","N/A","Scotland","Lowlands and Uplands","Third","Glasgow City","Glasgow","G53 7BN","55.8133344","-4.3626042"
"P4","Angus Council","Rural Tourism Business Support","ERDF","816979","N/A","2042447","N/A","N/A","Scotland","Lowlands and Uplands","Second","Angus","Forfar","DD8 1BX","56.6439447","-2.8908916"
"P4","Aberdeenshire Council","Aberdeenshire Real Time Passenger Information (RTPI) System","ERDF","191879","N/A","491879","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeenshire","Inverurie","AB51","57.2840705","-2.3918716"
"P1","Aberdeen City Council","Aberdeen City Hydrogen Energy Storage","ERDF","757631","N/A","1894131","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeen City","Aberdeen","AB10","57.1482004","-2.0960954"
"P1","The Robert Gordon University","Innovation and Design Management","ERDF","330990","N/A","735866","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeen City","Aberdeen","AB10","57.1200538","-2.1364951"
"P1","The Robert Gordon University","Developing the ICT Business Base","ERDF","256304","N/A","572935","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeen City","Aberdeen","AB10","57.1200538","-2.1364951"
"P1","Action for Children","Youthbuild National","ESF","253818","N/A","692805","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Sanquhar","DG4 6RB","55.3804469","-3.992437"
"P1","Action for Children","Youthbuild National (year 1)","ESF","215351","N/A","582029","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Sanquhar","DG4 6RB","55.3804469","-3.992437"
"P1","Action for Children","Action for Children Youthbuild national","ESF","325048","N/A","878508","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dumfries and Galloway","Sanquhar","DG4 6RB","55.3804469","-3.992437"
"P1","Apex Scotland","N2Employment","ESF","75574","N/A","226339","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3","55.8532449","-4.4232344"
"P1","AYR COLLEGE","ENHANCING EMPLOYABILITY","ESF","244759","N/A","543909","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Ayrshire","Ayr","KA8 0EU","55.4600011","-4.6195923"
"P1","AYR COLLEGE","Sustainable Training and Employability Partnership","ESF","1184731","N/A","2755188","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Ayrshire","Ayr","KA8 0EU","55.4600011","-4.6195923"
"P1","Barnardo's Scotland","Youthbuild-Paisley","ESF","149797","N/A","541267","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH9 2HH","55.9278254","-3.1964858"
"P1","Barnardo's Scotland","Barnardo's Works Renfrewshire 2","ESF","121838","N/A","299678","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH9 2HH","55.9278254","-3.1964858"
"P1","BRAG Enterprises Ltd","Moving On Up","ESF","94612","N/A","210251","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Lochgelly","KY5","56.174481","-3.2407985"
"P1","BRAG Enterprises Ltd","Ready-Steady-Work","ESF","97182","N/A","242957","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Lochgelly","KY5","56.174481","-3.2407985"
"P1","BRAG Enterprises Ltd","Employability Skills for Fife","ESF","89551","N/A","199001","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Lochgelly","KY5","56.174481","-3.2407985"
"P1","Central College","Central IT","ESF","42074","N/A","159823","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P1","Central College","CENTRAL IT 08","ESF","104816","N/A","349312","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P1","Central College","Central Training","ESF","177110","N/A","442774","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P1","City of Edinburgh Council","Edinburgh Partnership High Support Needs Consortium","ESF","1088453","N/A","2418784","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P1","City of Edinburgh Council","Edinburgh Partnership Competitive Communities ESF Pilot Pro","ESF","2632823","N/A","6903064","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P1","City of Edinburgh Council","HSNC - Progressing to Employment with Personalised Support","ESF","569114","N/A","1423173","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH8 8BG","55.9516758","-3.1834373"
"P1","Clackmannanshir e Council","Clackmannanshire Works","ESF","2195602","N/A","4920330","N/A","N/A","Scotland","Lowlands and Uplands","Second","Clackmannanshire","N/A","N/A","56.1075351","-3.7529409"
"P1","Coatbridge College","Made to Measure: Employability Skills for School Leavers","ESF","109587","N/A","273967","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Coatbridge","ML5","55.8639821","-4.0159301"
"P1","Cornerstone Community Care","CODE","ESF","102121","N/A","243145","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD4 6JF","56.4678944","-2.9491878"
"P1","Cornerstone Community Care","CODE2","ESF","130177","N/A","295857","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD4 6JF","56.4678944","-2.9491878"
"P1","Dundee City Council","Dundee European Programme ESF v2","ESF","3425909","N/A","11328586","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3 8PL","56.4781105","-2.9854336"
"P1","Dundee College","Back on Track - NEET Provision","ESF","173154","N/A","384786","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P1","Dundee College","Employability in the Oil and Gas Sector","ESF","104885","N/A","233077","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P1","East Ayrshire Council","East Ayrshire Council - EA CPP - Improving Opportunity ESF","ESF","4243841","N/A","10523026","N/A","N/A","Scotland","Lowlands and Uplands","Second","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P1","ENABLE Scotland","Make the Move","ESF","317193","N/A","724708","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH16 4TD","55.9263534","-3.1541856"
"P1","ENABLE Scotland","Make the Move - People with learning disabilities into work","ESF","336941","N/A","757094","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH16 4TD","55.9263534","-3.1541856"
"P1","ENABLE Scotland","Make the Move - Jobseekers who have Learning Disabilities","ESF","323011","N/A","760311","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH16 4TD","55.9263534","-3.1541856"
"P1","Fife Council","Fife Women's Technology Centre","ESF","81888","N/A","353629","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
"P1","Fife Council","Tackling Worklessness in Fife","ESF","3996159","N/A","8880354","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
"P1","Fife Council","Fife Council - Fife Women's Technology Centre","ESF","131644","N/A","613025","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
"P1","Forth Sector","Moving On III","ESF","269628","N/A","659360","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH15","55.9387769","-3.1149996"
"P1","Forth Sector","WorkingWell","ESF","505729","N/A","1330865","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH15","55.9387769","-3.1149996"
"P1","Forth Sector","Forth Bridge","ESF","312143","N/A","821449","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH15","55.9387769","-3.1149996"
"P1","Galgael","Navigate The Future","ESF","51747","N/A","164397","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51 2SN","55.8533561","-4.3041345"
"P1","Galgael","Navigate Life Y1","ESF","128081","N/A","284626","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51 2SN","55.8533561","-4.3041345"
"P1","Galgael","Navigate Life","ESF","103905","N/A","230901","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51 2SN","55.8533561","-4.3041345"
"P1","Galgael","Navigate Life Y3","ESF","205030","N/A","455622","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51 2SN","55.8533561","-4.3041345"
"P1","Glasgow Centre for Inclusive Living","New Jobs for Disabled People 6","ESF","131995","N/A","293324","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40 3AP","55.8502241","-4.2222195"
"P1","Glasgow Centre for Inclusive Living","New Jobs for Disabled People 7","ESF","188434","N/A","438220","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40 3AP","55.8502241","-4.2222195"
"P1","Glasgow Centre for Inclusive Living","New Jobs for Disabled People 8","ESF","210591","N/A","490104","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40 3AP","55.8502241","-4.2222195"
"P1","Glasgow Centre for Inclusive Living","GCIL Professional Careers","ESF","242945","N/A","904781","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40 3AP","55.8502241","-4.2222195"
"P1","Glasgow Centre for Inclusive Living","New Jobs for Disabled People 9","ESF","267127","N/A","615657","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40 3AP","55.8502241","-4.2222195"
"P1","Glasgow City Council","Glasgow Vocational Programme","ESF","362319","N/A","805154","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P1","Glasgow City Council","Supported and Enhanced Vocational Training","ESF","256639","N/A","570310","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P1","Glasgow City Council","Glasgow Works","ESF","10073043","N/A","23034629","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
